hotel_name,location,price,room_type,beds,rating,rating_title,number_of_ratings,per_night,Log_number_of_ratings,Log_price,Size
Areej Hotel,Makkah,55,Double Room with Private Bathroom,2,6.3,Very good,239,1,5.476463551931510,4.007333185232470,30
Al Rabwah House,Riyadh,180,One-Bedroom Apartment,2,6.5,Very good,4,1,1.3862943611198900,5.19295685089021,40
Naviti Warwick Dammam,Dammam,289,Standard Double Room,1,7.8,Good,3572,1,8.18088094199639,5.666426688112430,28
Nadra Furnished Apartments,Taif,280,Two-Bedroom Apartment,3,6.8,Very good,268,1,5.5909869805108600,5.634789603169250,100
Najd Peak By Quiet Rooms,Riyadh,162,One-Bedroom Apartment,2,5.4,Very good,530,1,6.272877006546170,5.087596335232380,28
شقق جنان المفروشة Jenaan Apartments,Najran,133,One-Bedroom Apartment,1,8.1,Good,280,1,5.634789603169250,4.890349128221750,28
Mabet Al Tahlia Hotel Apartments,Jeddah,237,Deluxe King Studio,1,7.9,Good,1099,1,7.002155954403620,5.4680601411351300,35
Diamond Tower Hotel,Jeddah,219,Superior  Twin Studio,2,8.6,Fabulous,1189,1,7.080867896690780,5.389071729816500,29
العييرى للوحدات السكنية بالقنفذة,Al Qunfudhah,95,Double Room with Private Bathroom,4,5.3,Very good,21,1,3.044522437723420,4.553876891600540,35
Maset Al Masem Al Khobar,Riyadh,300,Double Room with Private Bathroom,2,7.9,Good,648,1,6.473890696352270,5.703782474656200,30
دار شيمة,An Nuqrah,130,Deluxe Double Room,2,0.0,Very good,0,1,-inf,4.867534450455580,37
Taj Al Khaleej Furnished Units 2,Turayf,150,Deluxe Apartment,2,8.8,Fabulous,116,1,4.7535901911063600,5.0106352940962600,28
القبة الذهبية1,Riyadh,205,Two-Bedroom Apartment,3,6.6,Very good,180,1,5.19295685089021,5.3230099791384100,40
Al Taif Gate Hotel Suites,Taif ,167,One-Bedroom Apartment,1,7.6,Good,4328,1,8.372860820526320,5.117993812416760,35
HDB hotel Sahafa فندق هدب الصحافه,Riyadh,324,Deluxe Double Room,1,7.6,Good,1157,1,7.053585727193680,5.780743515792330,28
Hayaa Hotel,Makkah,70,Double Room with Private Bathroom,2,6.3,Very good,386,1,5.955837369464830,4.248495242049360,28
ريف العلا,Al Ula ,250,King Room,1,7.8,Good,9,1,2.1972245773362200,5.521460917862250,35
Nozol Royal Inn Hotel,Madinah,180,Quadruple Room with Bathroom,4,7.0,Good,4108,1,8.32069157104845,5.19295685089021,29
Golden Garden Al Corniche,Dammam,299,King Suite,1,7.2,Good,4641,1,8.442685139241180,5.700443573390690,35
Al Atlal Hotel,Riyadh,207,Double Room,1,6.9,Very good,1353,1,7.210079628170790,5.332718793265370,30
Bay La Sun Hotel and Marina - KAEC,King Abdullah Economic City,705,Deluxe Double Room with City View,1,8.2,Good,9052,1,9.110741006753430,6.558197802812270,37
فندق المحمل العصري,Sharurah,150,Double Room,1,0.0,Very good,0,1,-inf,5.0106352940962600,28
Ghoson Al Zaitoun Furnished Units,Sakakah  ,130,Double Room,1,7.1,Good,51,1,3.9318256327243300,4.867534450455580,37
Lamar Al Bawadi Hotel,Jeddah  ,285,Executive Suite,1,8.0,Good,1664,1,7.416979621381150,5.652489180268650,28
Home Inn Hotel Suites,Riyadh,210,Junior Suite,2,8.7,Fabulous,818,1,6.706862336602750,5.3471075307174700,39
Al Musafer Hotel Riyadh,Riyadh ,142,Twin Room,2,5.9,Very good,608,1,6.410174881966170,4.955827057601260,30
Hilton Garden Inn Riyadh Financial District,Riyadh ,539,King Room,1,7.4,Good,700,1,6.551080335043400,6.289715570909000,29
شقق جنان المفروشة Jenaan Apartments,Najran ,133,One-Bedroom Apartment,1,8.1,Good,280,1,5.634789603169250,4.890349128221750,35
Maset Al Masem Al Khobar,Riyadh ,300,Double Room with Private Bathroom,2,7.9,Good,648,1,6.473890696352270,5.703782474656200,30
دار شيمة,Hail,130,Deluxe Double Room,2,0.0,Very good,0,1,-inf,4.867534450455580,37
Al Taif Gate Hotel Suites,Taif,167,One-Bedroom Apartment,1,7.6,Good,4328,1,8.372860820526320,5.117993812416760,35
ريف العلا,Al Ula,250,King Room,1,7.8,Good,9,1,2.1972245773362200,5.521460917862250,28
Oasis Rise Hotel Apartments,Jeddah,207,Studio,1,7.9,Good,490,1,6.194405391104670,5.332718793265370,28
Al Rahaa Furnished Units,Abha,195,Two-Bedroom Apartment,3,7.8,Good,1378,1,7.228388451573600,5.272999558563750,35
بيتي الفاخرللشقق الفندقية,Riyadh,250,One-Bedroom Apartment,2,8.8,Fabulous,11,1,2.3978952727983700,5.521460917862250,29
Farah Hotel,Makkah,65,Double Room with Private Bathroom,2,7.2,Good,260,1,5.560681631015530,4.174387269895640,35
الليل لك للاجنحه الفندقيه 2,Hail,182,Two-Bedroom Apartment,2,5.9,Very good,18,1,2.8903717578961600,5.204006687076800,30
أجنحة ورد,Madinah,131,Junior Suite,3,5.7,Very good,103,1,4.634728988229640,4.875197323201150,37
Najd Peak By Quiet Rooms,Riyadh ,162,One-Bedroom Apartment,2,5.4,Very good,530,1,6.272877006546170,5.087596335232380,28
شقق جنان المفروشة Jenaan Apartments,Najran ,133,One-Bedroom Apartment,2,8.1,Good,280,1,5.634789603169250,4.890349128221750,40
Rafa Homes - Al Falah,Riyadh ,336,Standard One-Bedroom Apartment,1,7.6,Good,982,1,6.889591308354470,5.817111159963200,28
القبة الذهبية1,Riyadh ,205,Two-Bedroom Apartment,3,6.6,Very good,180,1,5.19295685089021,5.3230099791384100,28
Al Taif Gate Hotel Suites,Taif,167,One-Bedroom Apartment,1,7.6,Good,4329,1,8.37309184744198,5.117993812416760,40
Mandaren Suites,Taif,280,One-Bedroom Apartment,1,8.7,Fabulous,251,1,5.5254529391317800,5.634789603169250,54
Nozol Royal Inn Hotel,Madinah,189,Quadruple Room with Bathroom,4,7.0,Good,4108,1,8.32069157104845,5.241747015059640,28
Al Atlal Hotel,Al Khobar,207,Double Room,1,6.9,Very good,1353,1,7.210079628170790,5.332718793265370,28
منتجع ومزرعة الرند العلا,Al Ula,1250,Two-Bedroom Chalet without pool,5,7.2,Good,8,1,2.0794415416798400,7.1308988302963500,35
Zahrat Rozah By Quiet Rooms,Riyadh,189,One-Bedroom Apartment,2,6.7,Very good,346,1,5.846438775057730,5.241747015059640,29
Al Eairy Apartments- Tabuk 4,Tabuk,150,Apartment,3,5.0,Very good,327,1,5.7899601708972500,5.0106352940962600,35
فندق عروق الذهب المكية 1,Makkah,57,Double Room with Private Bathroom,2,7.2,Good,65,1,4.174387269895640,4.04305126783455,30
Methaq Hotel Suites,Riyadh,230,One-Bedroom Apartment,1,6.7,Very good,260,1,5.560681631015530,5.438079308923200,37
Al Safa Hotel Suites,Jazan,151,One-Bedroom Apartment,2,7.5,Good,1331,1,7.193685818395110,5.017279836814920,28
Golden Tulip Al Waha Hotel - Unayzah,Unayzah,350,Standard King Room,1,8.9,Fabulous,44,1,3.784189633918260,5.857933154483460,40
Nawazi Ajyad Hotel,Makkah,123,Double Room,1,6.3,Very good,3674,1,8.20903626577507,4.812184355372420,28
أبهى رفاف خميس مشيط,Khamis Mushayt,79,Budget Double Room,1,4.0,Very good,14,1,2.6390573296152600,4.3694478524670200,28
Dar Sadan Hotel Suites,Al Bukayriyah,220,Studio,1,7.5,Good,221,1,5.3981627015177500,5.393627546352360,35
Rotana Hotel,Jeddah,161,Superior Twin Room,2,7.7,Good,1130,1,7.029972911706390,5.081404364984460,29
Capital O 419 Al Safeer Hotel,Riyadh,120,Standard Studio,2,5.9,Very good,1204,1,7.093404625868770,4.787491742782050,35
استراحة روح ابحر,Jeddah  ,720,Two-Bedroom Chalet,4,6.8,Very good,5,1,1.6094379124341000,6.579251212010100,88
Pullman ZamZam Makkah,Makkah,330,Superior Twin Room with Partial Haram View,2,7.2,Good,23493,1,10.064457783419000,5.799092654460530,37
Swissotel Al Maqam Makkah,Makkah,360,Classic Twin Room with Haram View,2,8.3,Good,21957,1,9.996841274269340,5.886104031450160,28
فندق المختارون بلازا,Makkah,60,Deluxe Double Room,1,6.8,Very good,145,1,4.976733742420570,4.0943445622221,40
Rawasi Hotel Suites 3 (For Families Only),Jeddah,250,Two-Bedroom Apartment,3,7.6,Good,264,1,5.575949103146320,5.521460917862250,40
Samaya Royal Afif,Afīf,170,Superior Apartment,2,8.3,Good,253,1,5.53338948872752,5.135798437050260,37
RAK Hotel-Aparts,Jeddah,218,Premiere Double Room,1,7.4,Good,1361,1,7.215975002651470,5.384495062789090,35
Lavent Park Hotel Suites,Jeddah,210,Standard King Room,1,7.2,Good,548,1,6.306275286948020,5.3471075307174700,29
دار كنان للوحدات السكنية,Jeddah,93,Budget Room,1,6.2,Very good,1020,1,6.927557906278320,4.532599493153260,35
Al Muhaidb Al Hada Resort,Taif,236,Economy Double Room,1,7.8,Good,802,1,6.687108607866520,5.4638318050256100,33
Spectrums Residence Managed by The Ascott Limited,Jeddah,405,One-Bedroom Apartment,1,8.2,Good,1524,1,7.329093736246590,6.003887067106540,28
القصر للأجنحة الفندقية 9 البديع,Abha  ,565,Junior Suite,2,9.4,Superb,20,1,2.995732273553990,6.336825731146440,28
شقة شاطئ النخيل,Jeddah ,514,Three-Bedroom Apartment,7,8.3,Good,26,1,3.258096538021480,6.2422232654551700,88
Dana Hotel & Residences 2,Riyadh ,270,One-Bedroom Suite,2,9.2,Superb,345,1,5.84354441703136,5.598421958998380,29
