"name","location","price","price_for","room_type","beds","rating","rating_title","number_of_ratings","url","cm"
"Casablanca Grand Hotel","Jeddah Show on map","SAR 585","1 night, 2 adults","Twin Room","2 single beds","9.0","Superb","3,941 reviews","/hotel/sa/casablanca-grand.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=671a30b3a9870181c951db0fd2fcfe95&all_sr_blocks=199401813_336007177_2_41_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=53&highlighted_blocks=199401813_336007177_2_41_0&hpos=3&no_rooms=1&sr_order=popularity&sr_pri_blocks=199401813_336007177_2_41_0__58500&srepoch=1634543117&srpvid=1d9a3686c07200af&ucfs=1&from=searchresults
;highlight_room=;from_sr_card=1#hotelTmpl","2 single beds"
"Iwan Alandalusia Al Ajaweed","Jeddah Show on map","SAR 230","1 night, 2 adults","Standard Double Room","1 large double bed","7.8","Good","444 reviews","/hotel/sa/ywn-lndlsy-l-jwyd.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=671a30b3a9870181c951db0fd2fcfe95&all_sr_blocks=383212504_121215726_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=54&highlighted_blocks=383212504_121215726_2_0_0&hpos=4&no_rooms=1&sr_order=popularity&sr_pri_blocks=383212504_121215726_2_0_0__23000&srepoch=1634543117&srpvid=1d9a3686c07200af&ucfs=1&from=searchresults
;highlight_room=;from_sr_card=1#hotelTmpl","1 large double bed"
"City Center Plaza Aparthotel","Jeddah Show on map","SAR 265","1 night, 2 adults","Standard Apartment","1 extra-large double bed","7.1","Good","776 reviews","/hotel/sa/city-center-plaza-aparthotel.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=671a30b3a9870181c951db0fd2fcfe95&all_sr_blocks=223885903_337877558_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=55&highlighted_blocks=223885903_337877558_2_0_0&hpos=5&no_rooms=1&sr_order=popularity&sr_pri_blocks=223885903_337877558_2_0_0__26500&srepoch=1634543117&srpvid=1d9a3686c07200af&ucfs=1&from=searchresults
;highlight_room=;from_sr_card=1#hotelTmpl","Entire apartment­ •­ 1 bedroom •­ 1 living room •­ 1 bathroom •­ 40m² 1 extra-large double bed"
"Sukoon Hotel","King Abdul Aziz Road, Jeddah Show on map","SAR 534","1 night, 2 adults","Deluxe Twin Room","2 single beds","8.5","Very good","436 reviews","/hotel/sa/sukoon.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=671a30b3a9870181c951db0fd2fcfe95&all_sr_blocks=694188502_337925709_2_1_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=56&highlighted_blocks=694188502_337925709_2_1_0&hpos=6&no_rooms=1&sr_order=popularity&sr_pri_blocks=694188502_337925709_2_1_0__53350&srepoch=1634543117&srpvid=1d9a3686c07200af&ucfs=1&from=searchresults
;highlight_room=;from_sr_card=1#hotelTmpl","2 single beds"
"Orian Hotel","Jeddah Show on map","SAR 180","1 night, 2 adults","Standard Twin Room with Sofa","2 single beds","7.8","Good","154 reviews","/hotel/sa/bhr-ll-jnh-lfndqy.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=671a30b3a9870181c951db0fd2fcfe95&all_sr_blocks=412188104_179323897_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=57&highlighted_blocks=412188104_179323897_2_0_0&hpos=7&no_rooms=1&sr_order=popularity&sr_pri_blocks=412188104_179323897_2_0_0__18000&srepoch=1634543117&srpvid=1d9a3686c07200af&ucfs=1&from=searchresults
;highlight_room=;from_sr_card=1#hotelTmpl","2 single beds"
"The Ritz-Carlton Jeddah","Al Hamra, Jeddah Show on map","SAR 1,400","1 night, 2 adults","Deluxe Room,1 King, City view","1 extra-large double bed","9.0","Superb","1,342 reviews","/hotel/sa/the-ritz-carlton-jeddah.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=671a30b3a9870181c951db0fd2fcfe95&all_sr_blocks=214371605_246434360_3_2_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=58&highlighted_blocks=214371605_246434360_3_2_0&hpos=8&no_rooms=1&sr_order=popularity&sr_pri_blocks=214371605_246434360_3_2_0__140000&srepoch=1634543117&srpvid=1d9a3686c07200af&ucfs=1&from=searchresults
;highlight_room=;from_sr_card=1#hotelTmpl","1 extra-large double bed"
"Diwan Residence Hotel- ِAlnaeem","Jeddah Show on map","SAR 327","1 night, 2 adults","Superior King Room","1 large double bed","8.6","Fabulous","1,729 reviews","/hotel/sa/dywn-lljnh-lfndqy.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=671a30b3a9870181c951db0fd2fcfe95&all_sr_blocks=336999111_334350553_0_2_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=59&highlighted_blocks=336999111_334350553_0_2_0&hpos=9&no_rooms=1&sr_order=popularity&sr_pri_blocks=336999111_334350553_0_2_0__32720&srepoch=1634543117&srpvid=1d9a3686c07200af&ucfs=1&from=searchresults
;highlight_room=;from_sr_card=1#hotelTmpl","1 large double bed"
"Rahat Al Bal Furnished Units","Al Tahlia Street, Jeddah Show on map","SAR 226","1 night, 2 adults","One-Bedroom Apartment","1 extra-large double bed","8.2","Very good","294 reviews","/hotel/sa/rh-lbl-llwhdt-lskny.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=671a30b3a9870181c951db0fd2fcfe95&all_sr_blocks=318201901_175247594_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=60&highlighted_blocks=318201901_175247594_2_0_0&hpos=10&no_rooms=1&sr_order=popularity&sr_pri_blocks=318201901_175247594_2_0_0__22600&srepoch=1634543117&srpvid=1d9a3686c07200af&ucfs=1&from=searchresults
;highlight_room=;from_sr_card=1#hotelTmpl","Entire apartment­ •­ 1 bedroom •­ 1 living room •­ 1 bathroom •­ 46m² 1 extra-large double bed"
"شاطئ الحياة للأجنحة الفندقية","Hera Street, Jeddah Show on map","SAR 192","1 night, 2 adults","Studio","1 extra-large double bed","8.1","Very good","382 reviews","/hotel/sa/lhy-ll-jnh-lfndqy.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=671a30b3a9870181c951db0fd2fcfe95&all_sr_blocks=723571701_309934003_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=61&highlighted_blocks=723571701_309934003_2_0_0&hpos=11&no_rooms=1&sr_order=popularity&sr_pri_blocks=723571701_309934003_2_0_0__19200&srepoch=1634543117&srpvid=1d9a3686c07200af&ucfs=1&from=searchresults
;highlight_room=;from_sr_card=1#hotelTmpl","Entire studio­ •­ 1 bathroom •­ 43m² 1 extra-large double bed"
"Glamour Inn جلامور ان","Al Salamah, Jeddah Show on map","SAR 220","1 night, 2 adults","Budget Double Room","1 single bed","7.1","Good","224 reviews","/hotel/sa/glamour-inn.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=671a30b3a9870181c951db0fd2fcfe95&all_sr_blocks=675397501_275963519_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=62&highlighted_blocks=675397501_275963519_2_0_0&hpos=12&no_rooms=1&sr_order=popularity&sr_pri_blocks=675397501_275963519_2_0_0__22000&srepoch=1634543117&srpvid=1d9a3686c07200af&ucfs=1&from=searchresults
;highlight_room=;from_sr_card=1#hotelTmpl","1 single bed"
"Adagio Aparthotel Jeddah Malik Road","King Abdul Aziz Road, Jeddah Show on map","SAR 390","1 night, 2 adults","Studio","1 double bed","8.2","Very good","866 reviews","/hotel/sa/adagio-aparthotel-jeddah-malik-road.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=671a30b3a9870181c951db0fd2fcfe95&all_sr_blocks=457009403_221976639_2_2_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=63&highlighted_blocks=457009403_221976639_2_2_0&hpos=13&no_rooms=1&sr_order=popularity&sr_pri_blocks=457009403_221976639_2_2_0__39000&srepoch=1634543117&srpvid=1d9a3686c07200af&ucfs=1&from=searchresults
;highlight_room=;from_sr_card=1#hotelTmpl","Entire studio­ •­ 1 bathroom •­ 40m² 1 double bed"
"Spectrums Residence Managed by The Ascott Limited","Al Salamah, Jeddah Show on map","SAR 385","1 night, 2 adults","One-Bedroom Apartment","1 extra-large double bed","8.2","Very good","1,527 reviews","/hotel/sa/spectrums-residence.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=671a30b3a9870181c951db0fd2fcfe95&all_sr_blocks=241841304_334332265_0_1_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=64&highlighted_blocks=241841304_334332265_0_1_0&hpos=14&no_rooms=1&sr_order=popularity&sr_pri_blocks=241841304_334332265_0_1_0__38475&srepoch=1634543117&srpvid=1d9a3686c07200af&ucfs=1&from=searchresults
;highlight_room=;from_sr_card=1#hotelTmpl","Entire apartment­ •­ 1 bedroom •­ 1 living room •­ 1 bathroom •­ 70m² 1 extra-large double bed"
"Citadines Al Salamah Jeddah","Al Salamah, Jeddah Show on map","SAR 346","1 night, 2 adults","Deluxe Studio","1 large double bed","8.5","Very good","1,382 reviews","/hotel/sa/citadines-al-salamah-jeddah.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=671a30b3a9870181c951db0fd2fcfe95&all_sr_blocks=138198201_265691468_0_1_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=65&highlighted_blocks=138198201_265691468_0_1_0&hpos=15&no_rooms=1&sr_order=popularity&sr_pri_blocks=138198201_265691468_0_1_0__34628&srepoch=1634543117&srpvid=1d9a3686c07200af&ucfs=1&from=searchresults
;highlight_room=;from_sr_card=1#hotelTmpl","Entire studio­ •­ 1 bathroom •­ 30m² 1 large double bed"
"Signature Hotel","Jeddah Show on map","SAR 233","1 night, 2 adults","King Room","1 extra-large double bed","8.8","Fabulous","139 reviews","/hotel/sa/signature-fndq-md.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=671a30b3a9870181c951db0fd2fcfe95&all_sr_blocks=741887103_335303820_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=66&highlighted_blocks=741887103_335303820_0_0_0&hpos=16&no_rooms=1&sr_order=popularity&sr_pri_blocks=741887103_335303820_0_0_0__23321&srepoch=1634543117&srpvid=1d9a3686c07200af&ucfs=1&from=searchresults
;highlight_room=;from_sr_card=1#hotelTmpl","1 extra-large double bed"
"Luqya Hotel Suites","Al Salamah, Jeddah Show on map","SAR 194","1 night, 2 adults","One-Bedroom Apartment","1 large double bed","7.6","Good","100 reviews","/hotel/sa/lqy-lljnh-lfndqy.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=671a30b3a9870181c951db0fd2fcfe95&all_sr_blocks=614561102_335079886_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=67&highlighted_blocks=614561102_335079886_2_0_0&hpos=17&no_rooms=1&sr_order=popularity&sr_pri_blocks=614561102_335079886_2_0_0__19400&srepoch=1634543117&srpvid=1d9a3686c07200af&ucfs=1&from=searchresults
;highlight_room=;from_sr_card=1#hotelTmpl","Entire apartment­ •­ 1 bedroom •­ 1 living room •­ 1 bathroom •­ 50m² 1 large double bed"
"Dara Quraish","Al Salamah, Jeddah Show on map","SAR 388","1 night, 2 adults","Studio","1 extra-large double bed","8.5","Very good","1,337 reviews","/hotel/sa/shada-homes.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=671a30b3a9870181c951db0fd2fcfe95&all_sr_blocks=35069904_279058806_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=68&highlighted_blocks=35069904_279058806_2_0_0&hpos=18&no_rooms=1&sr_order=popularity&sr_pri_blocks=35069904_279058806_2_0_0__38790&srepoch=1634543117&srpvid=1d9a3686c07200af&ucfs=1&from=searchresults
;highlight_room=;from_sr_card=1#hotelTmpl","Private suite­ 1 extra-large double bed"
"Al Balad Inn Corniche","Al Shatiea, Jeddah Show on map","SAR 475","1 night, 2 adults","Presidential Suite","3 beds
(2 singles, 1 large double)","7.3","Good","582 reviews","/hotel/sa/retaj-al-madinah-furnished-units.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=671a30b3a9870181c951db0fd2fcfe95&all_sr_blocks=100605612_295260339_4_2_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3096108&dest_type=city&group_adults=2&group_children=0&hapos=69&highlighted_blocks=100605612_295260339_4_2_0&hpos=19&no_rooms=1&sr_order=popularity&sr_pri_blocks=100605612_295260339_4_2_0__47500&srepoch=1634543117&srpvid=1d9a3686c07200af&ucfs=1&from=searchresults
;highlight_room=;from_sr_card=1#hotelTmpl","Private suite­ •­ 2 bedrooms •­ 1 living room •­ 1 bathroom •­ 70m² 3 beds
(2 singles, 1 large double)"
